TimeStamp,IntSolIrr
2016-11-17 13:55:01,103
2016-11-17 14:00:01,96
2016-11-17 14:05:01,188
2016-11-17 14:10:01,127
2016-11-17 14:15:01,124
2016-11-17 14:20:01,42
2016-11-17 14:25:01,61
2016-11-17 14:30:01,76
2016-11-17 14:35:01,77
2016-11-17 14:40:01,60
2016-11-17 14:45:01,70
2016-11-17 14:50:01,72
2016-11-17 14:55:01,266
2016-11-17 15:00:01,413
2016-11-17 15:05:01,118
2016-11-17 15:10:01,82
2016-11-17 15:15:01,104
2016-11-17 15:20:01,122
2016-11-17 15:25:01,350
2016-11-17 15:30:01,98
2016-11-17 15:35:01,109
2016-11-17 15:40:01,98
2016-11-17 15:45:01,65
2016-11-17 15:50:01,66
2016-11-17 15:55:01,49
2016-11-17 16:00:01,40
2016-11-17 16:05:01,28
2016-11-17 16:10:01,35
2016-11-17 16:15:01,37
2016-11-17 16:20:01,43
2016-11-17 16:25:01,45
2016-11-17 16:30:01,28
2016-11-18 08:30:01,12
2016-11-18 08:35:01,22
2016-11-18 08:40:01,32
2016-11-18 08:45:01,33
2016-11-18 08:50:01,26
2016-11-18 08:55:01,29
2016-11-18 09:00:02,36
2016-11-18 09:05:01,36
2016-11-18 09:10:01,39
2016-11-18 09:15:01,40
2016-11-18 09:20:01,45
2016-11-18 09:25:01,49
2016-11-18 09:30:01,52
2016-11-18 09:35:01,67
2016-11-18 09:40:01,72
2016-11-18 09:45:01,64
2016-11-18 09:50:01,62
2016-11-18 09:55:01,103
2016-11-18 10:00:01,75
2016-11-18 10:05:01,22
2016-11-18 10:20:01,150
2016-11-18 10:25:01,107
2016-11-18 10:30:01,50
2016-11-18 10:35:01,47
2016-11-18 10:40:01,61
2016-11-18 10:45:01,69
2016-11-18 10:50:01,106
2016-11-18 10:55:01,122
2016-11-18 11:00:01,36
2016-11-18 11:05:01,30
2016-11-18 11:10:01,42
2016-11-18 11:15:01,51
2016-11-18 11:20:01,75
2016-11-18 11:25:01,245
2016-11-18 11:30:01,602
2016-11-18 11:35:01,592
2016-11-18 11:40:01,590
2016-11-18 11:45:01,600
2016-11-18 11:50:01,609
2016-11-18 11:55:01,619
2016-11-18 12:00:01,618
2016-11-18 12:05:01,622
2016-11-18 12:10:01,632
2016-11-18 12:15:01,633
2016-11-18 12:20:01,628
2016-11-18 12:25:01,626
2016-11-18 12:30:01,639
2016-11-18 12:35:01,653
2016-11-18 12:40:01,684
2016-11-18 12:45:01,717
2016-11-18 12:50:01,748
2016-11-18 12:55:01,734
2016-11-18 13:00:01,99
2016-11-18 13:05:01,669
2016-11-18 13:10:01,683
2016-11-18 13:15:01,253
2016-11-18 13:20:01,550
2016-11-18 13:25:01,386
2016-11-18 13:30:01,37
2016-11-18 13:35:01,24
2016-11-18 13:40:01,45
2016-11-18 13:45:01,64
2016-11-18 13:50:01,87
2016-11-18 13:55:01,71
2016-11-18 14:00:01,588
2016-11-18 14:05:01,573
2016-11-18 14:10:01,564
2016-11-18 14:15:01,544
2016-11-18 14:20:01,534
2016-11-18 14:25:01,532
2016-11-18 14:30:01,357
2016-11-18 14:35:01,40
2016-11-18 14:40:01,240
2016-11-18 14:45:01,119
2016-11-18 14:50:01,51
2016-11-18 14:55:01,180
2016-11-18 15:00:01,513
2016-11-18 15:05:01,506
2016-11-18 15:10:01,175
2016-11-18 15:15:01,106
2016-11-18 15:20:01,63
2016-11-18 15:25:01,33
2016-11-18 15:30:01,49
2016-11-18 15:35:01,40
2016-11-18 15:40:01,103
2016-11-18 15:45:01,236
2016-11-18 15:50:01,119
2016-11-18 15:55:01,38
2016-11-18 16:00:01,35
2016-11-18 16:05:01,40
2016-11-18 16:10:01,49
2016-11-18 16:15:01,42
2016-11-18 16:20:01,40
2016-11-18 16:25:01,40
2016-11-18 16:30:01,32
2016-11-18 16:35:01,24
2016-11-18 16:40:01,14
2016-11-19 08:45:01,16
2016-11-19 08:50:01,24
2016-11-19 08:55:01,28
2016-11-19 09:00:01,30
2016-11-19 09:05:01,32
2016-11-19 09:10:01,35
2016-11-19 09:15:01,36
2016-11-19 09:20:01,40
2016-11-19 09:25:01,47
2016-11-19 09:30:01,51
2016-11-19 09:35:01,53
2016-11-19 09:40:01,57
2016-11-19 09:45:01,65
2016-11-19 09:50:01,75
2016-11-19 09:55:01,89
2016-11-19 10:00:01,136
2016-11-19 10:05:01,164
2016-11-19 10:10:01,193
2016-11-19 10:15:01,127
2016-11-19 10:20:01,234
2016-11-19 10:25:01,377
2016-11-19 10:30:01,382
2016-11-19 10:35:01,321
2016-11-19 10:40:01,257
2016-11-19 10:45:01,308
2016-11-19 10:50:01,282
2016-11-19 10:55:01,299
2016-11-19 11:00:01,301
2016-11-19 11:05:01,401
2016-11-19 11:10:01,398
2016-11-19 11:15:01,403
2016-11-19 11:20:01,268
2016-11-19 11:25:01,393
2016-11-19 11:30:01,407
2016-11-19 11:35:01,375
2016-11-19 11:40:01,479
2016-11-19 11:45:01,448
2016-11-19 11:50:01,432
2016-11-19 11:55:01,331
2016-11-19 12:00:01,426
2016-11-19 12:05:01,431
2016-11-19 12:10:01,385
2016-11-19 12:15:01,296
2016-11-19 12:20:01,302
2016-11-19 12:25:01,265
2016-11-19 12:30:01,296
2016-11-19 12:35:01,289
2016-11-19 12:40:01,279
2016-11-19 12:45:01,237
2016-11-19 12:50:01,217
2016-11-19 12:55:01,208
2016-11-19 13:00:01,159
2016-11-19 13:05:01,92
2016-11-19 13:10:01,61
2016-11-19 13:15:01,52
2016-11-19 13:20:01,47
2016-11-19 13:25:01,130
2016-11-19 13:30:01,205
2016-11-19 13:35:01,256
2016-11-19 13:40:01,176
2016-11-19 13:45:01,163
2016-11-19 13:50:01,182
2016-11-19 13:55:01,181
2016-11-19 14:00:01,183
2016-11-19 14:05:01,142
2016-11-19 14:10:01,56
2016-11-19 14:15:01,68
2016-11-19 14:20:01,86
2016-11-19 14:25:01,96
2016-11-19 14:30:01,136
2016-11-19 14:35:01,126
2016-11-19 14:40:01,142
2016-11-19 14:45:01,120
2016-11-19 14:50:01,107
2016-11-19 14:55:01,94
2016-11-19 15:00:01,87
2016-11-19 15:05:01,90
2016-11-19 15:10:01,91
2016-11-19 15:15:01,80
2016-11-19 15:20:01,70
2016-11-19 15:25:01,52
2016-11-19 15:30:01,50
2016-11-19 15:35:01,51
2016-11-19 15:40:01,41
2016-11-19 15:45:01,49
2016-11-19 15:50:01,49
2016-11-19 15:55:01,53
2016-11-19 16:00:01,38
2016-11-19 16:05:01,34
2016-11-19 16:10:01,29
2016-11-19 16:15:01,25
2016-11-19 16:20:01,21
2016-11-19 16:25:01,23
2016-11-19 16:30:01,23
2016-11-19 16:35:01,18
2016-11-19 16:40:01,18
2016-11-20 08:45:01,21
2016-11-20 08:50:01,21
2016-11-20 08:55:01,28
2016-11-20 09:00:01,32
2016-11-20 09:05:01,47
2016-11-20 09:10:01,70
2016-11-20 09:15:01,74
2016-11-20 09:20:01,68
2016-11-20 09:25:01,70
2016-11-20 09:30:01,71
2016-11-20 09:35:01,62
2016-11-20 09:40:01,62
2016-11-20 09:45:01,70
2016-11-20 09:50:01,88
2016-11-20 09:55:01,112
2016-11-20 10:00:01,131
2016-11-20 10:05:01,135
2016-11-20 10:10:01,150
2016-11-20 10:15:01,169
2016-11-20 10:20:01,291
2016-11-20 10:25:01,297
2016-11-20 10:30:01,211
2016-11-20 10:35:01,102
2016-11-20 10:40:01,76
2016-11-20 10:45:01,65
2016-11-20 10:50:01,73
2016-11-20 10:55:01,89
2016-11-20 11:00:01,77
2016-11-20 11:05:01,124
2016-11-20 11:10:01,195
2016-11-20 11:15:01,311
2016-11-20 11:20:01,210
2016-11-20 11:25:01,145
2016-11-20 11:30:01,105
2016-11-20 11:35:01,110
2016-11-20 11:40:01,97
2016-11-20 11:45:01,74
2016-11-20 11:50:01,84
2016-11-20 11:55:01,80
2016-11-20 12:00:01,135
2016-11-20 12:05:01,103
2016-11-20 12:10:01,103
2016-11-20 12:15:01,83
2016-11-20 12:20:01,59
2016-11-20 12:25:01,68
2016-11-20 12:30:01,103
2016-11-20 12:35:01,86
2016-11-20 12:40:01,76
2016-11-20 12:45:01,53
2016-11-20 12:50:01,76
2016-11-20 12:55:01,67
2016-11-20 13:00:01,52
2016-11-20 13:05:01,24
2016-11-20 13:10:01,49
2016-11-20 13:15:01,80
2016-11-20 13:20:02,99
2016-11-20 13:25:01,91
2016-11-20 13:30:01,70
2016-11-20 13:35:01,83
2016-11-20 13:40:01,75
2016-11-20 13:45:01,149
2016-11-20 13:50:01,147
2016-11-20 13:55:01,132
2016-11-20 14:00:01,123
2016-11-20 14:05:01,93
2016-11-20 14:10:01,76
2016-11-20 14:15:01,45
2016-11-20 14:20:01,40
2016-11-20 14:25:01,38
2016-11-20 14:30:01,52
2016-11-20 14:35:01,52
2016-11-20 14:40:01,61
2016-11-20 14:45:01,40
2016-11-20 14:50:01,24
2016-11-20 14:55:01,21
2016-11-20 15:00:01,35
2016-11-20 15:05:01,31
2016-11-20 15:10:01,25
2016-11-20 15:15:01,26
2016-11-20 15:20:01,38
2016-11-20 15:25:01,35
2016-11-20 15:30:01,40
2016-11-20 15:35:01,42
2016-11-20 15:40:01,57
2016-11-20 15:45:01,44
2016-11-20 15:50:01,31
2016-11-20 15:55:01,25
2016-11-20 16:00:01,29
2016-11-20 16:20:01,16
2016-11-21 09:35:01,27
2016-11-21 09:40:01,87
2016-11-21 09:45:01,49
2016-11-21 09:50:01,41
2016-11-21 09:55:01,35
2016-11-21 10:00:01,86
2016-11-21 10:05:01,68
2016-11-21 10:10:01,55
2016-11-21 10:15:01,229
2016-11-21 10:20:01,258
2016-11-21 10:25:01,195
2016-11-21 10:30:01,378
2016-11-21 10:35:01,383
2016-11-21 10:40:01,143
2016-11-21 10:45:01,120
2016-11-21 10:50:01,99
2016-11-21 10:55:01,56
2016-11-21 11:00:01,53
2016-11-21 11:05:01,72
2016-11-21 11:10:01,78
2016-11-21 11:15:01,66
2016-11-21 11:20:01,29
2016-11-21 11:25:01,36
2016-11-21 11:30:01,35
2016-11-21 11:35:01,25
2016-11-21 11:40:01,43
2016-11-21 11:45:01,77
2016-11-21 11:50:01,55
2016-11-21 11:55:01,711
2016-11-21 12:00:01,210
2016-11-21 12:05:01,271
2016-11-21 12:10:01,678
2016-11-21 12:15:01,209
2016-11-21 12:20:01,595
2016-11-21 12:25:01,581
2016-11-21 12:30:01,659
2016-11-21 12:35:01,287
2016-11-21 12:40:01,84
2016-11-21 12:45:01,198
2016-11-21 12:50:01,374
2016-11-21 12:55:01,244
2016-11-21 13:00:01,631
2016-11-21 13:05:01,657
2016-11-21 13:10:01,272
2016-11-21 13:15:01,117
2016-11-21 13:20:01,232
2016-11-21 13:25:01,181
2016-11-21 13:30:01,648
2016-11-21 13:35:01,57
2016-11-21 13:40:01,94
2016-11-21 13:45:01,43
2016-11-21 13:50:01,86
2016-11-21 13:55:01,77
2016-11-21 14:00:01,39
2016-11-21 14:05:01,30
2016-11-21 14:10:01,49
2016-11-21 14:15:01,65
2016-11-21 14:20:01,100
2016-11-21 14:25:01,103
2016-11-21 14:30:01,139
2016-11-21 14:35:01,224
2016-11-21 14:40:02,171
2016-11-21 14:45:01,289
2016-11-21 14:50:01,187
2016-11-21 14:55:01,134
2016-11-21 15:00:01,95
2016-11-21 15:05:01,97
2016-11-21 15:10:01,65
2016-11-21 15:15:01,32
2016-11-21 15:20:01,26
2016-11-21 15:25:01,49
2016-11-21 15:30:01,66
2016-11-21 15:35:01,274
2016-11-21 15:40:01,77
2016-11-21 15:45:01,55
2016-11-21 15:50:01,142
2016-11-21 15:55:01,185
2016-11-21 16:00:01,83
2016-11-21 16:05:01,45
2016-11-21 16:10:01,58
2016-11-21 16:15:01,70
2016-11-21 16:20:01,56
2016-11-21 16:25:01,43
2016-11-21 16:30:01,35
2016-11-21 16:35:01,44
2016-11-21 16:40:01,19
2016-11-21 16:45:01,30
2016-11-22 08:55:01,16
2016-11-22 09:10:01,22
2016-11-22 09:15:01,22
2016-11-22 09:20:01,25
2016-11-22 09:25:01,33
2016-11-22 09:30:01,42
2016-11-22 09:35:01,42
2016-11-22 09:40:01,42
2016-11-22 09:45:01,49
2016-11-22 09:50:01,52
2016-11-22 09:55:01,53
2016-11-22 10:00:01,57
2016-11-22 10:05:01,65
2016-11-22 10:10:01,125
2016-11-22 10:15:01,119
2016-11-22 10:20:01,110
2016-11-22 10:25:01,176
2016-11-22 10:30:01,369
2016-11-22 10:35:01,419
2016-11-22 10:40:01,428
2016-11-22 10:45:01,443
2016-11-22 10:50:01,459
2016-11-22 10:55:01,469
2016-11-22 11:00:01,487
2016-11-22 11:05:01,492
2016-11-22 11:10:01,521
2016-11-22 11:15:01,526
2016-11-22 11:20:01,537
2016-11-22 11:25:01,546
2016-11-22 11:30:01,554
2016-11-22 11:35:01,568
2016-11-22 11:40:01,577
2016-11-22 11:45:01,580
2016-11-22 11:50:01,589
2016-11-22 11:55:01,600
2016-11-22 12:00:01,606
2016-11-22 12:05:01,644
2016-11-22 12:10:01,720
2016-11-22 12:15:01,619
2016-11-22 12:20:01,257
2016-11-22 12:25:01,578
2016-11-22 12:30:01,285
2016-11-22 12:35:01,187
2016-11-22 12:40:01,163
2016-11-22 12:45:01,253
2016-11-22 12:50:01,276
2016-11-22 12:55:01,541
2016-11-22 13:00:01,671
2016-11-22 13:05:01,301
2016-11-22 13:10:01,252
2016-11-22 13:15:01,456
2016-11-22 13:20:01,715
2016-11-22 13:25:01,742
2016-11-22 13:30:01,113
2016-11-22 13:35:01,662
2016-11-22 13:40:01,612
2016-11-22 13:45:01,617
2016-11-22 13:50:01,615
2016-11-22 13:55:01,311
2016-11-22 14:00:01,223
2016-11-22 14:05:01,211
2016-11-22 14:10:01,222
2016-11-22 14:15:01,114
2016-11-22 14:20:01,517
2016-11-22 14:25:01,350
2016-11-22 14:30:01,375
2016-11-22 14:35:01,499
2016-11-22 14:40:01,506
2016-11-22 14:45:01,185
2016-11-22 14:50:01,442
2016-11-22 14:55:01,70
2016-11-22 15:00:01,58
2016-11-22 15:05:01,72
2016-11-22 15:10:01,102
2016-11-22 15:15:01,357
2016-11-22 15:20:01,363
2016-11-22 15:25:01,360
2016-11-22 15:30:01,207
2016-11-22 15:35:01,234
2016-11-22 15:40:01,165
2016-11-22 15:45:01,97
2016-11-22 15:50:01,62
2016-11-22 15:55:01,60
2016-11-22 16:00:01,64
2016-11-22 16:05:01,61
2016-11-22 16:10:01,61
2016-11-22 16:15:01,55
2016-11-22 16:20:01,44
2016-11-22 16:25:01,39
2016-11-22 16:30:01,35
2016-11-22 16:35:01,26
2016-11-22 16:40:01,21
2016-11-22 16:45:01,16
2016-11-22 16:50:01,13
2016-11-23 09:05:01,15
2016-11-23 09:10:02,21
2016-11-23 09:15:01,24
2016-11-23 09:20:01,23
2016-11-23 09:25:01,24
2016-11-23 09:30:01,31
2016-11-23 09:35:01,51
2016-11-23 09:40:01,72
2016-11-23 09:45:01,64
2016-11-23 09:50:01,59
2016-11-23 09:55:01,52
2016-11-23 10:00:01,43
2016-11-23 10:05:02,34
2016-11-23 10:10:01,35
2016-11-23 10:15:01,28
2016-11-23 10:20:01,21
2016-11-23 10:25:01,40
2016-11-23 10:30:01,29
2016-11-23 10:35:01,33
2016-11-23 10:40:01,77
2016-11-23 10:45:01,107
2016-11-23 10:50:01,109
2016-11-23 10:55:01,100
2016-11-23 11:00:01,96
2016-11-23 11:05:01,72
2016-11-23 11:10:01,68
2016-11-23 11:15:01,54
2016-11-23 11:20:01,45
2016-11-23 11:25:01,55
2016-11-23 11:30:01,66
2016-11-23 11:35:01,54
2016-11-23 11:40:01,47
2016-11-23 11:45:01,37
2016-11-23 11:50:01,39
2016-11-23 11:55:01,56
2016-11-23 12:00:01,95
2016-11-23 12:05:01,99
2016-11-23 12:10:01,103
2016-11-23 12:15:01,71
2016-11-23 12:20:01,46
2016-11-23 12:25:01,42
2016-11-23 12:30:01,27
2016-11-23 12:35:01,23
2016-11-23 12:40:01,28
2016-11-23 12:45:01,40
2016-11-23 12:50:01,68
2016-11-23 12:55:01,44
2016-11-23 13:00:01,39
2016-11-23 13:05:01,22
2016-11-23 13:10:01,22
2016-11-23 13:15:01,44
2016-11-23 13:20:01,61
2016-11-23 13:25:01,56
2016-11-23 13:30:01,59
2016-11-23 13:35:01,28
2016-11-23 13:40:01,18
2016-11-23 13:45:01,33
2016-11-23 13:50:01,29
2016-11-23 13:55:01,29
2016-11-23 14:00:01,20
2016-11-23 14:30:01,22
2016-11-24 09:05:01,14
2016-11-24 09:10:01,24
2016-11-24 09:15:01,20
2016-11-24 09:20:01,25
2016-11-24 09:25:01,26
2016-11-24 09:30:01,17
2016-11-24 09:35:01,30
2016-11-24 09:40:01,39
2016-11-24 09:45:01,38
2016-11-24 09:50:01,37
2016-11-24 09:55:01,18
2016-11-24 10:00:01,17
2016-11-24 10:05:01,30
2016-11-24 10:10:01,24
2016-11-24 10:15:01,22
2016-11-24 10:20:01,30
2016-11-24 10:25:01,43
2016-11-24 10:30:01,31
2016-11-24 10:35:01,52
2016-11-24 10:40:01,50
2016-11-24 10:45:01,34
2016-11-24 10:50:01,24
2016-11-24 11:10:01,16
2016-11-24 11:15:01,26
2016-11-24 11:25:01,68
2016-11-24 11:30:01,563
2016-11-24 11:35:01,620
2016-11-24 11:40:01,678
2016-11-24 11:45:01,382
2016-11-24 11:50:01,601
2016-11-24 11:55:01,321
2016-11-24 12:00:01,616
2016-11-24 12:05:01,615
2016-11-24 12:10:01,622
2016-11-24 12:15:01,814
2016-11-24 12:20:01,327
2016-11-24 12:25:01,730
2016-11-24 12:30:01,278
2016-11-24 12:35:01,145
2016-11-24 12:40:01,124
2016-11-24 12:45:01,162
2016-11-24 12:50:01,166
2016-11-24 12:55:01,180
2016-11-24 13:00:01,140
2016-11-24 13:05:01,104
2016-11-24 13:10:01,170
2016-11-24 13:15:01,494
2016-11-24 13:20:01,744
2016-11-24 13:25:01,222
2016-11-24 13:30:01,259
2016-11-24 13:35:01,289
2016-11-24 13:40:01,634
2016-11-24 13:45:01,586
2016-11-24 13:50:01,573
2016-11-24 13:55:01,416
2016-11-24 14:00:01,386
2016-11-24 14:05:01,506
2016-11-24 14:10:01,508
2016-11-24 14:15:01,502
2016-11-24 14:20:01,485
2016-11-24 14:25:01,397
2016-11-24 14:30:01,445
2016-11-24 14:35:01,447
2016-11-24 14:40:01,442
2016-11-24 14:45:01,424
2016-11-24 14:50:01,406
2016-11-24 14:55:01,370
2016-11-24 15:00:01,103
2016-11-24 15:05:01,63
2016-11-24 15:10:01,109
2016-11-24 15:15:01,330
2016-11-24 15:20:01,165
2016-11-24 15:25:01,57
2016-11-24 15:30:01,33
2016-11-24 15:35:01,20
2016-11-24 15:40:01,46
2016-11-24 15:45:01,64
2016-11-24 15:50:01,67
2016-11-24 15:55:01,60
2016-11-24 16:00:01,40
2016-11-24 16:05:01,49
2016-11-24 16:10:01,42
2016-11-24 16:15:01,72
2016-11-24 16:20:01,50
2016-11-24 16:25:01,36
2016-11-24 16:30:01,33
2016-11-24 16:35:01,27
2016-11-24 16:40:01,22
2016-11-24 16:45:01,21
2016-11-24 16:50:01,16
2016-11-25 09:45:01,24
2016-11-25 09:50:01,26
2016-11-25 09:55:01,19
2016-11-25 10:00:01,19
2016-11-25 10:05:01,15
2016-11-25 10:10:01,18
2016-11-25 10:15:01,16
2016-11-25 10:20:01,23
2016-11-25 10:25:01,29
2016-11-25 10:30:01,29
2016-11-25 10:35:01,28
2016-11-25 10:40:01,27
2016-11-25 10:45:01,23
2016-11-25 10:50:01,21
2016-11-25 10:55:01,21
2016-11-25 11:00:01,20
2016-11-25 11:05:01,23
2016-11-25 11:10:01,23
2016-11-25 11:15:01,22
2016-11-25 11:20:01,28
2016-11-25 11:25:01,33
2016-11-25 11:30:01,27
2016-11-25 11:35:01,18
2016-11-25 11:40:01,21
2016-11-25 11:45:01,36
2016-11-25 11:50:01,31
2016-11-25 11:55:01,21
2016-11-25 12:00:01,15
2016-11-25 12:10:01,25
2016-11-25 12:15:01,39
2016-11-25 12:20:01,36
2016-11-25 12:25:01,40
2016-11-25 12:30:01,37
2016-11-25 12:35:01,33
2016-11-25 12:40:01,45
2016-11-25 12:45:01,39
2016-11-25 12:50:01,46
2016-11-25 12:55:01,43
2016-11-25 13:00:01,24
2016-11-25 13:05:01,27
2016-11-25 13:10:01,20
2016-11-25 13:15:01,20
2016-11-25 13:20:01,16
2016-11-25 13:25:01,17
2016-11-25 13:30:01,20
2016-11-25 13:35:01,20
2016-11-25 13:40:01,16
2016-11-25 13:45:01,20
2016-11-25 15:05:01,15
2016-11-25 15:10:01,15
2016-11-25 15:15:01,23
2016-11-25 15:20:01,25
2016-11-25 15:25:01,22
2016-11-25 15:30:01,19
2016-11-25 15:35:01,15
2016-11-25 15:55:01,13
2016-11-25 16:00:01,14
2016-11-25 16:05:01,14
2016-11-26 08:50:01,18
2016-11-26 08:55:01,28
2016-11-26 09:00:01,26
2016-11-26 09:05:01,27
2016-11-26 09:10:01,31
2016-11-26 09:15:01,31
2016-11-26 09:20:01,26
2016-11-26 09:25:01,31
2016-11-26 09:30:01,42
2016-11-26 09:35:01,28
2016-11-26 09:40:01,41
2016-11-26 09:45:01,45
2016-11-26 09:50:01,55
2016-11-26 09:55:01,86
2016-11-26 10:00:01,58
2016-11-26 10:05:01,56
2016-11-26 10:10:01,63
2016-11-26 10:15:01,62
2016-11-26 10:20:01,55
2016-11-26 10:25:01,71
2016-11-26 10:30:01,108
2016-11-26 10:35:01,109
2016-11-26 10:40:01,82
2016-11-26 10:45:01,90
2016-11-26 10:50:01,68
2016-11-26 10:55:01,90
2016-11-26 11:00:01,99
2016-11-26 11:05:01,93
2016-11-26 11:10:01,100
2016-11-26 11:15:01,88
2016-11-26 11:20:01,109
2016-11-26 11:25:01,119
2016-11-26 11:30:01,108
2016-11-26 11:35:01,105
2016-11-26 11:40:01,93
2016-11-26 11:45:01,127
2016-11-26 11:50:01,114
2016-11-26 11:55:01,109
2016-11-26 12:00:01,110
2016-11-26 12:05:01,130
2016-11-26 12:10:01,165
2016-11-26 12:15:01,155
2016-11-26 12:20:01,158
2016-11-26 12:25:01,156
2016-11-26 12:30:01,165
2016-11-26 12:35:01,169
2016-11-26 12:40:01,154
2016-11-26 12:45:01,190
2016-11-26 12:50:01,197
2016-11-26 12:55:01,282
2016-11-26 13:00:01,219
2016-11-26 13:05:01,230
2016-11-26 13:10:01,359
2016-11-26 13:15:01,337
2016-11-26 13:20:01,272
2016-11-26 13:25:01,397
2016-11-26 13:30:01,352
2016-11-26 13:35:01,328
2016-11-26 13:40:01,268
2016-11-26 13:45:01,200
2016-11-26 13:50:01,153
2016-11-26 13:55:01,143
2016-11-26 14:00:01,125
2016-11-26 14:05:01,116
2016-11-26 14:10:01,113
2016-11-26 14:15:01,103
2016-11-26 14:20:01,116
2016-11-26 14:25:01,114
2016-11-26 14:30:01,128
2016-11-26 14:35:01,126
2016-11-26 14:40:01,117
2016-11-26 14:45:01,116
2016-11-26 14:50:01,117
2016-11-26 14:55:01,117
2016-11-26 15:00:01,133
2016-11-26 15:05:01,164
2016-11-26 15:10:01,109
2016-11-26 15:15:01,103
2016-11-26 15:20:01,93
2016-11-26 15:25:01,106
2016-11-26 15:30:01,72
2016-11-26 15:35:01,68
2016-11-26 15:40:01,61
2016-11-26 15:45:01,62
2016-11-26 15:50:01,53
2016-11-26 15:55:01,46
2016-11-26 16:00:01,37
2016-11-26 16:05:02,34
2016-11-26 16:10:01,30
2016-11-26 16:15:01,27
2016-11-26 16:20:01,16
2016-11-27 09:20:01,15
2016-11-27 09:25:01,21
2016-11-27 09:30:01,25
2016-11-27 09:35:01,28
2016-11-27 09:40:01,34
2016-11-27 09:45:01,36
