timestamp,interval_in_seconds,solar_irradiance_in_W_m2
2016-06-08 08:50:01,4837500,154.0
2016-06-08 08:55:01,4837800,154.0
2016-06-08 09:00:01,4838100,164.0
2016-06-08 09:05:01,4838400,271.0
2016-06-08 09:10:01,4838700,258.0
2016-06-08 09:15:01,4839000,280.0
2016-06-08 09:20:01,4839300,293.0
2016-06-08 09:25:01,4839600,313.0
2016-06-08 09:30:01,4839900,349.0
2016-06-08 09:35:01,4840200,313.0
2016-06-08 09:40:01,4840500,388.0
2016-06-08 09:45:01,4840800,406.0
2016-06-08 09:50:01,4841100,419.0
2016-06-08 09:55:01,4841400,445.0
2016-06-08 10:00:01,4841700,467.0
2016-06-08 10:05:01,4842000,491.0
2016-06-08 10:10:01,4842300,513.0
2016-06-08 10:15:01,4842600,532.0
2016-06-08 10:20:02,4842900,546.0
2016-06-08 10:25:01,4843200,566.0
2016-06-08 10:30:01,4843500,593.0
2016-06-08 10:35:01,4843800,622.0
2016-06-08 10:40:01,4844100,615.0
2016-06-08 10:45:01,4844400,647.0
2016-06-08 10:50:01,4844700,665.0
2016-06-08 10:55:01,4845000,681.0
2016-06-08 11:00:01,4845300,704.0
2016-06-08 11:05:01,4845600,719.0
2016-06-08 11:10:01,4845900,739.0
2016-06-08 11:15:01,4846200,757.0
2016-06-08 11:20:01,4846500,775.0
2016-06-08 11:25:01,4846800,793.0
2016-06-08 11:30:01,4847100,806.0
2016-06-08 11:35:01,4847400,821.0
2016-06-08 11:40:01,4847700,838.0
2016-06-08 11:45:01,4848000,851.0
2016-06-08 11:50:01,4848300,869.0
2016-06-08 11:55:01,4848600,883.0
2016-06-08 12:00:01,4848900,901.0
2016-06-08 12:05:01,4849200,923.0
2016-06-08 12:10:01,4849500,945.0
2016-06-08 12:15:01,4849800,960.0
2016-06-08 12:20:01,4850100,972.0
2016-06-08 12:25:01,4850400,985.0
2016-06-08 12:30:01,4850700,1054.0
2016-06-08 12:35:01,4851000,1032.0
2016-06-08 12:40:01,4851300,1028.0
