timestamp,interval_in_seconds,solar_irradiance_in_W_m2
2016-05-10 00:00:01,2419500,0.0
2016-05-10 00:05:01,2419800,0.0
2016-05-10 00:10:01,2420100,0.0
2016-05-10 00:15:01,2420400,0.0
2016-05-10 00:20:01,2420700,0.0
2016-05-10 00:25:01,2421000,0.0
2016-05-10 00:30:01,2421300,0.0
2016-05-10 00:35:01,2421600,0.0
2016-05-10 00:40:01,2421900,0.0
2016-05-10 00:45:01,2422200,0.0
2016-05-10 00:50:01,2422500,0.0
2016-05-10 00:55:01,2422800,0.0
2016-05-10 01:00:01,2423100,0.0
2016-05-10 01:05:01,2423400,0.0
2016-05-10 01:10:01,2423700,0.0
2016-05-10 01:15:01,2424000,0.0
2016-05-10 01:20:01,2424300,0.0
2016-05-10 01:25:01,2424600,0.0
2016-05-10 01:30:01,2424900,0.0
2016-05-10 01:35:01,2425200,0.0
2016-05-10 01:40:01,2425500,0.0
2016-05-10 01:45:01,2425800,0.0
2016-05-10 01:50:01,2426100,0.0
2016-05-10 01:55:01,2426400,0.0
2016-05-10 02:00:01,2426700,0.0
2016-05-10 02:05:01,2427000,0.0
2016-05-10 02:10:01,2427300,0.0
2016-05-10 02:15:01,2427600,0.0
2016-05-10 02:20:01,2427900,0.0
2016-05-10 02:25:01,2428200,0.0
2016-05-10 02:30:01,2428500,0.0
2016-05-10 02:35:01,2428800,0.0
2016-05-10 02:40:01,2429100,0.0
2016-05-10 02:45:01,2429400,0.0
2016-05-10 02:50:01,2429700,0.0
2016-05-10 02:55:01,2430000,0.0
2016-05-10 03:00:01,2430300,0.0
2016-05-10 03:05:01,2430600,0.0
2016-05-10 03:10:01,2430900,0.0
2016-05-10 03:15:01,2431200,0.0
2016-05-10 03:20:01,2431500,0.0
2016-05-10 03:25:01,2431800,0.0
2016-05-10 03:30:01,2432100,0.0
2016-05-10 03:35:01,2432400,0.0
2016-05-10 03:40:01,2432700,0.0
2016-05-10 03:45:01,2433000,0.0
2016-05-10 03:50:01,2433300,0.0
2016-05-10 03:55:01,2433600,0.0
2016-05-10 04:00:01,2433900,0.0
2016-05-10 04:05:01,2434200,0.0
2016-05-10 04:10:01,2434500,0.0
2016-05-10 04:15:01,2434800,0.0
2016-05-10 04:20:01,2435100,0.0
2016-05-10 04:25:01,2435400,0.0
2016-05-10 04:30:01,2435700,0.0
2016-05-10 04:35:01,2436000,0.0
2016-05-10 04:40:01,2436300,0.0
2016-05-10 04:45:01,2436600,0.0
2016-05-10 04:50:01,2436900,0.0
2016-05-10 04:55:01,2437200,0.0
2016-05-10 05:00:01,2437500,0.0
2016-05-10 05:05:01,2437800,0.0
2016-05-10 05:10:01,2438100,0.0
2016-05-10 05:15:01,2438400,0.0
2016-05-10 05:20:01,2438700,0.0
2016-05-10 05:25:01,2439000,0.0
2016-05-10 05:30:01,2439300,0.0
2016-05-10 05:35:01,2439600,0.0
2016-05-10 05:40:01,2439900,0.0
2016-05-10 05:45:01,2440200,0.0
2016-05-10 05:50:01,2440500,0.0
2016-05-10 05:55:01,2440800,0.0
2016-05-10 06:00:01,2441100,0.0
2016-05-10 06:05:01,2441400,0.0
2016-05-10 06:10:01,2441700,0.0
2016-05-10 06:15:01,2442000,0.0
2016-05-10 06:20:01,2442300,0.0
2016-05-10 06:25:01,2442600,0.0
2016-05-10 06:30:01,2442900,0.0
2016-05-10 06:35:01,2443200,0.0
2016-05-10 06:40:01,2443500,0.0
2016-05-10 06:45:01,2443800,0.0
2016-05-10 06:50:01,2444100,0.0
2016-05-10 06:55:01,2444400,0.0
2016-05-10 07:00:01,2444700,0.0
2016-05-10 07:05:01,2445000,0.0
2016-05-10 07:10:01,2445300,12.0
2016-05-10 07:15:01,2445600,14.0
2016-05-10 07:20:01,2445900,14.0
2016-05-10 07:25:01,2446200,14.0
2016-05-10 07:30:02,2446500,14.0
2016-05-10 07:35:01,2446800,15.0
2016-05-10 07:40:01,2447100,18.0
2016-05-10 07:45:01,2447400,21.0
2016-05-10 07:50:01,2447700,25.0
2016-05-10 07:55:01,2448000,30.0
2016-05-10 08:00:01,2448300,35.0
2016-05-10 08:05:01,2448600,41.0
2016-05-10 08:10:01,2448900,44.0
2016-05-10 08:15:01,2449200,52.0
2016-05-10 08:20:01,2449500,69.0
2016-05-10 08:25:01,2449800,70.0
2016-05-10 08:30:01,2450100,71.0
2016-05-10 08:35:01,2450400,70.0
2016-05-10 08:40:01,2450700,81.0
2016-05-10 08:45:01,2451000,82.0
2016-05-10 08:50:01,2451300,77.0
